adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception,pfr_id
,,,,,0,3,,10/28/88,,,,,,,,,,,,,,,,,,,,,,4,0,44716.00,,,,,,,,,,,,,,,,,,,Frank Kearse,,,,,,,,,,KearFr00,,,,,,,,,,,,,,,,,,,,,,,1,,2015,1,WAS,,,,,,,,,,315,,,,,,,,,,,,KearFr00
,,,,,1,0,,12/21/87,,80,,,,,,,,,,,,,,,0,,,,,12,0,44690.00,,,,,,,,,,,,,,,,,15,10,Baron Batch,,,,,,,,,,BatcBa00,,,,,,,,0,31,2.6,7.8,4,0.3,25,2.1,1,49,2,4.1,1,,,0,,2012,4,PIT,,,5,,,,29,,,200,80,,,,,,,,2.8,,,BatcBa00
,,,,,2,6,,3/17/90,,,,,,,,,,,,,,,,,,,,,,9,2,44716.00,,,,,,,,,,,,,,,,,,,Lawrence Guy,,,,,,,,,,GuyxLa00,,,,,,,,,,,,,,,,,,,,,,,1,,2012,12,IND,,,,,,,,,,315,,,,,,,,,,,,GuyxLa00
,,,,,1,8,,3/17/90,,,,,,,,,,,,,,,,,,,,,,12,0,44716.00,,,0,0,,,,,,,,0,,,,,,,Lawrence Guy,,,,4,,,,,,GuyxLa00,,,,,,,,,,,,,,,,,,,,,,,0,,2013,12,2TM,,,,,,,,,,315,,,,,,,,,,,0,GuyxLa00
,,,,,1,14,,3/17/90,,,,,,,,,,,,,,,,,0,0,1,6,,14,1,44716.00,,,0,0,,,,,,,,0,,,,,,,Lawrence Guy,,,,1,,,,,,GuyxLa00,,,,,,,,,,,,,,,,,,,,,,,0,,2014,2,2TM,,,,,,,,,,315,,,,,,,,,,6,0,GuyxLa00
,,,,,4,17,,3/17/90,,,,,,,,,,,,,,,,,,,,,,16,6,44716.00,,,0,0,,,,,,,,0,,,,,,,Lawrence Guy,,,,1,,,,,,GuyxLa00,rde,,,,,,,,,,,,,,,,,,,,,,4.5,,2015,29,BAL,,,,,,,,,,315,,,,,,,,,,,0,GuyxLa00
,,,,,6,14,,3/17/90,,,,,,,,,,,,,,,,,0,1,1,0,,16,10,44716.00,,,,,,,,,,,,,,,,,,,Lawrence Guy,,,,,,,,,,GuyxLa00,RDE,,,,,,,,,,,,,,,,,,,,,,1,,2016,14,BAL,,,,,,,,,,315,,,,,,,,,,0,,GuyxLa00
,,,,,8,24,,3/17/90,,,,,,,,,,,,,,,,,,,,,,16,15,44716.00,,,0,0,,,,,,,,0,,,,,,,Lawrence Guy,,,,1,,,,,,GuyxLa00,LDE,,,,,,,,,,,,,,,,,,,,,,1,,2017,34,NWE,,,,,,,,,,315,,,,,,,,,,,0,GuyxLa00
,,,,,8,34,,3/17/90,,,,,,,,,,,,,,,,,0,1,0,0,,16,15,44716.00,,,,,,,,,,,,,,,,,,,Lawrence Guy,,,,,,,,,,GuyxLa00,LDT,,,,,,,,,,,,,,,,,,,,,,1,,2018,25,NWE,,,,,,,,,,315,,,,,,,,,,0,,GuyxLa00
,,,,,14,26,,3/17/90,,,,,,,,,,,,,,,,,0,0,2,0,,16,16,44716.00,,,1,0,,,,,,,,5,,,,,,,Lawrence Guy,,,,1,,,,,,GuyxLa00,LDE,,,,,,,,,,,,,,,,,,,,,,3,,2019,35,NWE,,,,,,,,,,315,,,,,,,,,,0,5,GuyxLa00
,,,,,8,20,,3/17/90,,,,,,,,,,,,,,,,,0,0,1,0,,14,14,44716.00,,,,,,,,,,,,,,,,,,,Lawrence Guy,,,,,,,,,,GuyxLa00,LDT,,,,,,,,,,,,,,,,,,,,,,2,,2020,37,NWE,,,,,,,,,,315,,,,,,,,,,0,,GuyxLa00
,,,,,10,23,,3/17/90,,,,,,,,,,,,,,,,,0,0,1,0,,17,17,44716.00,,,,,,,,,,,,,,,,,,,Lawrence Guy,,,,,,,,,,GuyxLa00,DT,,,,,,,,,,,,,,,,,,,,,,1.5,,2021,37,NWE,,,,,,,,,,315,,,,,,,,,,0,,GuyxLa00
,,,,,1,4,,11/4/88,,,,,,,,,,,,,,,,,,,,,,16,0,44714.00,,,,,,,,,,,,,,,,,,,Andrew Gachkar,,,,,,,,,,GachAn00,,,,,,,,,,,,,,,,,,,,,,,0,,2011,11,SDG,,,,,,,,,,224,,,,,,,,,,,,GachAn00
,,,,,1,4,,11/4/88,,,,,,,,,,,,,,,,,,,,,,16,0,44714.00,,,,,,,,,,,,,,,,,,,Andrew Gachkar,,,,,,,,,,GachAn00,,,,,,,,,,,,,,,,,,,,,,,1,,2012,19,SDG,,,,,,,,,,224,,,,,,,,,,,,GachAn00
,,,,,2,9,,11/4/88,,,,,,,,,,,,,,,,,,1,,,,16,3,44714.00,,,,,,,,,,,,,,,,,,,Andrew Gachkar,,,,,,,,,,GachAn00,,,,,,,,,,,,,,,,,,,,,,,0,,2013,24,SDG,,,,,,,,,,224,,,,,,,,,,,,GachAn00
,,,,,3,11,,11/4/88,,,,,,,,,,,,,,,,,0,0,1,13,,15,5,44714.00,,,0,0,,,,,,,,0,,,,,,,Andrew Gachkar,,,,1,,,,,,GachAn00,lilb,,,,,,,,,,,,,,,,,,,,,,1,,2014,38,SDG,,,,,,,,,,224,,,,,,,,,,13,0,GachAn00
,,,,,2,4,,11/4/88,,,,,,,,,,,,,,,,,,,,,,16,1,44714.00,,,,,,,,,,,,,,,,,,,Andrew Gachkar,,,,,,,,,,GachAn00,,,,,,,,,,,,,,,,,,,,,,,0,,2015,10,DAL,,,,,,,,,,224,,,,,,,,,,,,GachAn00
,,,,,1,5,,11/4/88,,,,,,,,,,,,,,,,,,,,,,16,0,44714.00,,,,,,,,,,,,,,,,,,,Andrew Gachkar,,,,,,,,,,GachAn00,,,,,,,,,,,,,,,,,,,,,,,0,,2016,6,DAL,,,,,,,,,,224,,,,,,,,,,,,GachAn00
,,,,,0,0,,11/4/88,,,,,,,,,,,,,,,,,,,,,,6,0,44714.00,,,,,,,,,,,,,,,,,,,Andrew Gachkar,,,,,,,,,,GachAn00,,,,,,,,,,,,,,,,,,,,,,,0,,2017,4,CAR,,,,,,,,,,224,,,,,,,,,,,,GachAn00
,,,,,2,3,,7/30/86,,,,,,,,,,,,,,,,,0,1,0,0,,15,1,44692.00,,,1,0,,,,,,,,5,,,,,,,Jimmy Wilson,,,,5,,,,,,WilsJi00,,,,,,,,,,,,,,,,,,,,,,,0,,2011,14,MIA,,,,,,,,,,193,,,,,,,,,,0,5,WilsJi00
,,,,,2,5,,7/30/86,,,,,,,,,,,,,,,,,0,1,0,0,,15,4,44692.00,,,0,0,,,,,,,,0,,,,,,,Jimmy Wilson,,,,4,,,,,,WilsJi00,,,,,,,,,,,,,,,,,,,,,,,2,,2012,36,MIA,,,,,,,,,,193,,,,,,,,,,0,0,WilsJi00
,,,,,2,1,,7/30/86,,,,,,,,,,,,,,,,,0,1,0,0,,16,3,44692.00,,,2,0,,,,,,,,23,,,,,,,Jimmy Wilson,,,,5,,,,,,WilsJi00,,,,,,,,,,,,,,,,,,,,,,,0,,2013,38,MIA,,,,,,,,,,193,,,,,,,,,,0,21,WilsJi00
,,,,,4,11,,7/30/86,,,,,,,,,,,,,,,,,,,,,,14,13,44692.00,,,1,0,,,,,,,,31,,,,,,,Jimmy Wilson,,,,2,,,,,,WilsJi00,DB,,,,,,,,,,,,,,,,,,,,,,0,,2014,47,MIA,,,,,,,,,,193,,,,,,,,,,,31,WilsJi00
,,,,,3,13,,7/30/86,,,,,,,,,,,,,,,,,0,0,1,0,,13,6,44692.00,,,1,0,,,,,,,,0,,,,,,,Jimmy Wilson,,,,2,,,,,,WilsJi00,ss,,,,,,,,,,,,,,,,,,,,,,1,,2015,31,SDG,,,,,,,,,,193,,,,,,,,,,0,0,WilsJi00
,,,,,0,,,12/11/89,,66.7,,,,,,,,,,,,,,,0,,,,,3,0,44714.00,,,,,,,,,,,,,,,,,21,,Stephen Burton,,,,,,,,,,BurtSt00,,,,,,,,0,38,12.7,19,2,0.7,,,,,,,0,,,,,2011,,MIN,,,3,,,,2,,,221,38,,,,,,,,19,,,BurtSt00
,,,,,0,,,12/11/89,,45.5,,,,,,,,,,,,,,,0,,,,,12,1,44714.00,,,,,,,,,,,,,,,,,13,,Stephen Burton,,,,,,,,,,BurtSt00,,,,,,,,1,35,2.9,7,5,0.4,,,,,,,1,,,,,2012,,MIN,,,11,,,,5,,,221,35,,,,,,,,7,,,BurtSt00
,,,,166,0,,,12/11/89,,61.5,,,,,,,,,,,,,,,0,,,,,4,2,44714.00,,,,,,0,99,4,,,,,32,,,,22,-9,Stephen Burton,,,,,,,,,,BurtSt00,,,,,,,,0,76,19,9.5,8,2,1,0.3,0,-9,-9,-2.3,0,,,,,2013,,JAX,,,13,,,,9,,,221,67,,,,,24.8,,,7.4,,,BurtSt00
,,,,,0,,,5/17/88,,,,,,,,,,,,,,,,,,,,,,1,0,44716.00,,,,,,,,,,,,,,,,,,,Michael Person,,,,,,,,,,PersMi00,,,,,,,,,,,,,,,,,,,,,,,0,,2013,,SEA,,,,,,,,,,300,,,,,,,,,,,,PersMi00
,,,,,1,,,5/17/88,,,,,,,,,,,,,,,,,,,,,,16,0,44716.00,,,,,,,,,,,,,,,,,,,Michael Person,,,,,,,,,,PersMi00,,,,,,,,,,,,,,,,,,,,,,,0,,2014,,STL,,,,,,,,,,300,,,,,,,,,,,,PersMi00
,,,,,6,,,5/17/88,,,,,,,,,,,,,,,,,4,0,0,-14,,14,14,44716.00,,,,,,,,,,,,,,,,,,,Michael Person,,,,,,,,,,PersMi00,C,,,,,,,,,,,,,,,,,,,,,,0,,2015,,ATL,,,,,,,,,,300,,,,,,,,,,-14,,PersMi00
,,,,,2,,,5/17/88,,,,,,,,,,,,,,,,,,,,,,12,4,44716.00,,,,,,,,,,,,,,,,,,,Michael Person,,,,,,,,,,PersMi00,,,,,,,,,,,,,,,,,,,,,,,0,,2017,,IND,,,,,,,,,,300,,,,,,,,,,,,PersMi00
,,,,,7,,,5/17/88,,,,,,,,,,,,,,,,,0,0,1,0,,16,16,44716.00,,,,,,,,,,,,,,,,,,,Michael Person,,,,,,,,,,PersMi00,RG,,,,,,,,,,,,,,,,,,,,,,0,,2018,,SFO,,,,,,,,,,300,,,,,,,,,,0,,PersMi00
,,,,,8,,,5/17/88,,,,,,,,,,,,,,,,,,,,,,14,14,44716.00,,,,,,,,,,,,,,,,,,,Michael Person,,,,,,,,,,PersMi00,G/RG,,,,,,,,,,,,,,,,,,,,,,0,,2019,,SFO,,,,,,,,,,300,,,,,,,,,,,,PersMi00
,,,,83,0,1,,11/14/87,,58.3,,,,,,,,,,,,,,,0,,,,,15,2,44713.00,,,,,,0,18,2,,,,,18,,,,9,8,Stanley Havili,,,,,,,,,,HaviSt00,,,,,,,,0,43,2.9,6.1,7,0.5,6,0.4,1,22,3.7,1.5,1,,,0,,2012,6,PHI,,,12,,,,13,,,230,65,,,,,9,,,5,,,HaviSt00
,,,,,1,2,,11/14/87,,85.7,,,,,,,,,,,,,,,0,1,0,0,,13,8,44713.00,,,,,,,,,,,,,,,,,20,4,Stanley Havili,,,,,,,,,,HaviSt00,RB,,,,,,,1,128,9.8,7.1,18,1.4,7,0.5,0,7,1,0.5,1,,,0,,2013,5,IND,,,21,,,,25,,,230,135,,,,,,,,5.4,0,,HaviSt00
,,,,,0,0,,9/25/87,,100,,,,,,,,,,,,,,,0,0,1,0,,12,0,44715.00,,,,,,,,,,,,,,,,,10,-2,David Ausberry,,,,,,,,,,AusbDa00,,,,,,,,0,14,1.2,7,2,0.2,1,0.1,0,-2,-2,-0.2,0,,,0,,2011,9,OAK,,,2,,,,3,,,235,12,,,,,,,,4,0,,AusbDa00
,,,,,1,3,,9/25/87,,58.3,,,,,,,,,,,,,,,0,0,1,0,,16,0,44715.00,,,,,,,,,,,,,,,,,31,,David Ausberry,,,,,,,,,,AusbDa00,,,,,,,,0,92,5.8,13.1,7,0.4,,,,,,,0,,,0,,2012,3,OAK,,,12,,,,7,,,235,92,,,,,,,,13.1,0,,AusbDa00
,,,,,0,,,9/25/87,,50,,,,,,,,,,,,,,,0,,,,,6,0,44715.00,,,,,,,,,,,,,,,,,7,,David Ausberry,,,,,,,,,,AusbDa00,,,,,,,,0,14,2.3,7,2,0.3,,,,,,,0,,,,,2014,,OAK,,,4,,,,2,,,235,14,,,,,,,,7,,,AusbDa00
,,,,,1,6,,7/5/89,,,,,,,,,,,,,,,,,0,1,0,0,,12,0,36678.00,,,,,,,,,,,,,,,,,,,Malcolm Smith,,,,,,,,,,SmitMa02,,,,,,,,,,,,,,,,,,,,,,,1,,2011,10,SEA,,,,,,,,,,225,,,,,,,,,,0,,SmitMa02
,,,,,3,10,,7/5/89,,,,,,,,,,,,,,,,,0,0,1,0,,16,3,36678.00,,,0,0,,,,,,,,0,,,,,,,Malcolm Smith,,,,2,,,,,,SmitMa02,,,,,,,,,,,,,,,,,,,,,,,0,,2012,12,SEA,,,,,,,,,,225,,,,,,,,,,0,0,SmitMa02
,,,,,6,20,,7/5/89,,,,,,,,,,,,,,,,,0,1,0,0,,15,8,36678.00,,,2,1,,,,,,,,37,,,,,,,Malcolm Smith,,,,4,,,,,,SmitMa02,rlb,,,,,,,,,,,,,,,,,,,,,,1,,2013,34,SEA,,,,,,,,,,225,,,,,,,,,,0,69,SmitMa02
,,,,,3,10,,7/5/89,,,,,,,,,,,,,,,,,,2,,,,14,5,36678.00,,,0,0,,,,,,,,0,,,,,,,Malcolm Smith,,,,1,,,,,,SmitMa02,rlb,,,,,,,,,,,,,,,,,,,,,,0,,2014,28,SEA,,,,,,,,,,225,,,,,,,,,,,0,SmitMa02
,,,,,7,23,,7/5/89,,,,,,,,,,,,,,,,,0,3,0,0,,16,16,36678.00,,,1,0,,,,,,,,27,,,,,,,Malcolm Smith,,,,6,,,,,,SmitMa02,RLB,,,,,,,,,,,,,,,,,,,,,,4,,2015,99,OAK,,,,,,,,,,225,,,,,,,,,,0,27,SmitMa02
,,,,,7,17,,7/5/89,,,,,,,,,,,,,,,,,0,2,1,1,,15,14,36678.00,,,1,0,,,,,,,,0,,,,,,,Malcolm Smith,,,,3,,,,,,SmitMa02,RLB,,,,,,,,,,,,,,,,,,,,,,0,,2016,86,OAK,,,,,,,,,,225,,,,,,,,,,1,0,SmitMa02
,,,,,3,13,,7/5/89,,,,,,,,,,,,,,,,,,,,,,12,5,36678.00,,,0,0,,,,,,,,0,,,,,,,Malcolm Smith,,,,1,,,,,,SmitMa02,rlb,,,,,,,,,,,,,,,,,,,,,,0,,2018,22,SFO,,,,,,,,,,225,,,,,,,,,,,0,SmitMa02
,,,,,1,1,,7/5/89,,,,,,,,,,,,,,,,,,1,,,,4,1,36678.00,,,,,,,,,,,,,,,,,,,Malcolm Smith,,,,,,,,,,SmitMa02,,,,,,,,,,,,,,,,,,,,,,,0,,2019,4,2TM,,,,,,,,,,225,,,,,,,,,,,,SmitMa02
,,,,,3,23,,7/5/89,,,,,,,,,,,,,,,,,0,1,0,0,,15,4,36678.00,,,1,0,,,,,,,,2,,,,,,,Malcolm Smith,,,,2,,,,,,SmitMa02,,,,,,,,,,,,,,,,,,,,,,,1,,2020,49,CLE,,,,,,,,,,225,,,,,,,,,,0,2,SmitMa02
,,,,,4,19,,7/5/89,,,,,,,,,,,,,,,,,,,,,,15,6,36678.00,,,2,0,,,,,,,,1,,,,,,,Malcolm Smith,,,,5,,,,,,SmitMa02,lb,,,,,,,,,,,,,,,,,,,,,,0,,2021,32,CLE,,,,,,,,,,225,,,,,,,,,,,1,SmitMa02
,,,,,1,1,,9/15/89,,,,,,,,,,,,,,,,,0,0,1,0,,10,0,44713.00,,,0,0,,,,,,,,0,,,,,,,Eric Hagg,,,,1,,,,,,HaggEr00,,,,,,,,,,,,,,,,,,,,,,,0,,2011,10,CLE,,,,,,,,,,206,,,,,,,,,,0,0,HaggEr00
,,,,8,2,2,,9/15/89,,,,,,,,,,,,,,,,,,,,,,12,4,44713.00,,,0,0,,0,8,2,,,,0,5,,,,,,Eric Hagg,,,,1,,,,,,HaggEr00,,,,,,,,,,,,,,,,,,,,,,,0,,2012,20,CLE,,,,,,,,,,206,,,,,,4,,,,,0,HaggEr00
,,,,,0,0,,12/19/85,,37.5,,,,,,,,,,,,,,,0,,,,,12,0,44714.00,,,,,,,,,,,,,,,,,15,,DeMarco Sampson,,,,,,,,,,SampDe00,,,,,,,,0,36,3,12,3,0.3,,,,,,,0,,,0,,2011,1,ARI,,,8,,,,3,,,201,36,,,,,,,,12,,,SampDe00
,,,,84,2,4,,9/19/87,,,,,,,,,,,,,,,,,1,1,0,0,,15,0,44714.00,,,,,,1,84,0,,,,,84,,,0,,,Tommie Campbell,,,,,,,,,,CampTo00,,0,0,1,,,,,,,,,,,,,,,,,,,0,,2011,4,TEN,,,,,,,,,,207,,,,,,,,0,,0,,CampTo00
,,,,65,2,1,,9/19/87,,,,,,,,,,,,,,,,,0,0,1,0,,14,0,44714.00,,,0,0,,,,,,,,0,,,,65,,,Tommie Campbell,,,,1,,,,,,CampTo00,,1,65,0,,,,,,,,,,,,,,,,,,,0,,2012,12,TEN,,,,,,,,,,207,,,,,,,,,,0,0,CampTo00
,,,,,0,3,,9/19/87,,,,,,,,,,,,,,,,,,,,,,8,0,44714.00,,,,,,,,,,,,,,,,,,,Tommie Campbell,,,,,,,,,,CampTo00,,,,,,,,,,,,,,,,,,,,,,,0,,2013,8,TEN,,,,,,,,,,207,,,,,,,,,,,,CampTo00
,,,,,0,2,,9/19/87,,,,,,,,,,,,,,,,,,,,,,7,0,44714.00,,,,,,,,,,,,,,,,,,,Tommie Campbell,,,,,,,,,,CampTo00,,,,,,,,,,,,,,,,,,,,,,,0,,2014,3,JAX,,,,,,,,,,207,,,,,,,,,,,,CampTo00
,,,,,1,6,,12/1/87,,,,,,,,,,,,,,,,,0,1,0,0,,16,0,44714.00,,,,,,,,,,,,,,,,,,,Chris Neild,,,,,,,,,,NeilCh00,,,,,,,,,,,,,,,,,,,,,,,2,,2011,4,WAS,,,,,,,,,,313,,,,,,,,,,0,,NeilCh00
,,,,,1,2,,12/1/87,,,,,,,,,,,,,,,,,,,,,,8,0,44714.00,,,,,,,,,,,,,,,,,,,Chris Neild,,,,,,,,,,NeilCh00,,,,,,,,,,,,,,,,,,,,,,,0,,2013,4,WAS,,,,,,,,,,313,,,,,,,,,,,,NeilCh00
,,,,,0,0,,11/18/88,,,,,,,,,,,,,,,,,,,,,,2,0,44714.00,,,,,,,,,,,,,,,,,,,Cheta Ozougwu,,,,,,,,,,OzouCh00,,,,,,,,,,,,,,,,,,,,,,,0,,2012,3,CHI,,,,,,,,,,251,,,,,,,,,,,,OzouCh00
,,,,,0,1,,11/18/88,,,,,,,,,,,,,,,,,0,1,0,0,,7,0,44714.00,,,,,,,,,,,,,,,,,,,Cheta Ozougwu,,,,,,,,,,OzouCh00,,,,,,,,,,,,,,,,,,,,,,,1,,2013,4,CHI,,,,,,,,,,251,,,,,,,,,,0,,OzouCh00
97,5.66,6.4,96,,13,,627,9/12/89,,,339,76,65.6,,,,,,,,,4,,,10,0,2,-3,7,16,16,44716.00,2.9,98,,,18,,,,,,,,,70,,,,19,Andrew Luck,99,6.18,89,,54.1,3.7,23,4374,7,LuckAn00,QB,,,,,36835,76.5,,,,,,,62,3.9,5,255,4.1,15.9,5,,102,0,,2012,,IND,,,,41,,93,62,,,240,255,246,97,12.9,273.4,,,,4.1,-3,,LuckAn00
101,6.06,6.8,100,,15,,570,9/12/89,,,343,95,63.8,,,,,,,,,3,,,6,0,1,0,3,16,16,44716.00,1.6,118,,,9,,,,,,,,,73,,,,29,Andrew Luck,94,5.97,100,,60.2,4,23,3822,6.7,LuckAn00,QB,,,,,36835,87,,,,,,,63,3.9,4,377,6,23.6,4,,109,0,,2013,,IND,,,,32,,96,63,,,240,377,227,90,11.1,238.9,,,,6,0,,LuckAn00
116,7.28,7.9,113,,16,,616,9/12/89,,,380,97,62.6,,,,,,,,,1,,,13,0,4,-30,1,16,16,44716.00,2.6,99,,,16,,,,,,,,,80,,,,20,Andrew Luck,118,7.15,111,,61.7,6.5,40,4761,7.7,LuckAn00,QB,,,,,36835,96.5,,,,,,,64,4,3,273,4.3,17.1,3,,117,0,,2014,,IND,,,,27,,123,64,,,240,273,161,113,12.5,297.6,,,,4.3,-30,,LuckAn00
82,5.04,5.6,79,,4,,293,9/12/89,,,162,69,52.4,,,,,,,,,1,,,3,0,2,0,2,7,7,44716.00,4.1,69,,,12,,,,,,,,,87,,,,25,Andrew Luck,87,5.82,79,,55.3,5.1,15,1881,6.4,LuckAn00,qb,,,,,36561,74.9,,,,,,,33,4.7,0,196,5.9,28,0,,109,0,,2015,,IND,,,,15,,108,33,,,240,196,88,81,11.6,268.7,,,,5.9,0,,LuckAn00
110,6.84,7.8,113,,16,,545,9/12/89,,,346,103,65.9,,,,,,,,,4,,,6,0,3,-11,4,15,15,44716.00,2.4,99,,,13,,,,,,,,,64,,,,33,Andrew Luck,110,6.78,111,,63.5,5.7,31,4240,7.8,LuckAn00,QB,,,,,36745,96.4,,,,,,,64,4.3,2,341,5.3,22.7,2,,92,0,,2016,,IND,,,,41,,116,64,,,240,341,268,115,12.3,282.7,,,,5.3,-11,,LuckAn00
111,6.95,7.4,104,,16,,639,9/12/89,,50,430,114,69.6,,,,,,,,,3,,,6,0,3,-13,3,16,16,44716.00,2.3,100,,,15,,,,,,,,,68,,,4,33,Andrew Luck,109,6.79,111,,67.3,6.1,39,4593,7.2,LuckAn00,QB,,,,,36805,98.7,0,4,0.3,4,1,0.1,46,2.9,0,148,3.2,9.3,0,,129,0,,2018,,IND,,,2,18,,117,47,,,240,152,134,100,10.7,287.1,,,,3.2,-13,,LuckAn00
120,7.47,8.6,123,,18,,393,2/12/90,,0,258,117,69.4,,,,,,,,,3,,,12,0,4,-16,2,15,15,44714.00,1.3,124,,,5,,,,,,,,,88,,,0,76,Robert Griffin III,115,7.05,121,,65.6,5.1,20,3200,8.1,GrifRo01,QB,,,,,36775,102.4,0,0,0,,0,0,120,8,7,815,6.8,54.3,7,,94,0,,2012,,WAS,,,1,30,,109,120,,,213,815,217,121,12.4,213.3,,,,6.8,-16,,GrifRo01
93,5.48,6.5,96,,9,,456,2/12/90,,,274,94,50.4,,,,,,,,,1,,,11,0,2,-36,2,13,13,44714.00,2.6,100,,,12,,,,,,,,,62,,,,26,Robert Griffin III,93,5.93,94,,60.1,3.5,16,3203,7,GrifRo01,QB,,,,,36595,82.2,,,,,,,86,6.6,0,489,5.7,37.6,0,,90,0,,2013,,WAS,,,,38,,90,86,,,213,489,274,97,11.7,246.4,,,,5.7,-36,,GrifRo01
87,5.17,7,101,,5,,214,2/12/90,,,147,125,28.3,,,,,,,,,0,,,9,0,3,-7,1,9,7,44714.00,2.8,96,,,6,,,,,,,,,69,,,,23,Robert Griffin III,92,5.94,98,,68.7,1.9,4,1694,7.9,GrifRo01,QB,,,,,36561,86.9,,,,,,,38,4.2,1,176,4.6,19.6,1,,46,0,,2014,,WAS,,,,33,,70,38,,,213,176,227,117,11.5,188.2,,,,4.6,-7,,GrifRo01
67,3.86,5.4,78,,3,,147,2/12/90,,,87,86,39.1,,,,,,,,,,,,4,0,1,-18,,5,5,44714.00,2,106,,,3,,,,,,,,,58,,,,20,Robert Griffin III,59,4.43,77,,59.2,1.4,2,886,6,GrifRo01,qb,,,,,36529,72.5,,,,,,,31,6.2,2,190,6.1,38,2,,42,0,,2016,,CLE,,,,22,,64,31,,,213,190,138,74,10.2,177.2,,,,6.1,-18,,GrifRo01
,3.5,3.5,,,0,,6,2/12/90,,,2,,2,,,,,,,,,,,,,,,,,3,0,44714.00,0,,,,0,,,,,,,,,14,,,,,Robert Griffin III,,3.5,,,33.3,0,0,21,3.5,GrifRo01,,,,,,,44.4,,,,,,,,,,,,,,,,,,2018,,BAL,,,,0,,,,,,213,,0,,10.5,7,,,,,,,GrifRo01
,3.16,4.1,,,2,,38,2/12/90,,,23,,54.9,,,,,,,,,,,,0,,,,,7,1,44714.00,5.3,,,,2,,,,,,,,,39,,,,16,Robert Griffin III,,4.79,,,60.5,2.6,1,225,5.9,GrifRo01,,,,,,1-0-0,64,,,,,,,20,2.9,0,70,3.5,10,0,,,,,2019,,BAL,,,,5,,,20,,,213,70,19,,9.8,32.1,,,,3.5,,,GrifRo01
,-4,-3.4,,,1,,14,2/12/90,,,8,,20.2,,,,,,,,,,,,1,0,0,0,,4,1,44714.00,14.3,,,,2,,,,,,,,,9,,,,39,Robert Griffin III,,1.29,,,57.1,0,0,42,3,GrifRo01,,,,,,0-1-0,22.6,,,,,,,12,3,0,69,5.8,17.3,0,,,0,,2020,,BAL,,,,3,,,12,,,213,69,20,,5.3,10.5,,,,5.8,0,,GrifRo01
,,,,,6,,,7/10/90,,72.9,,,,,,,,,,,,,,,3,0,3,0,,15,15,44690.00,,,,,,,,,,,,,,,,,27,32,Trent Richardson,,,,,,,,,,RichTr00,RB,,,,,,,1,367,24.5,7.2,51,3.4,267,17.8,11,950,3.6,63.3,12,,,0,,2012,,CLE,,,70,,,,318,,,228,1317,,,,,,,,4.1,0,,RichTr00
,,,,,7,,,7/10/90,,67.3,,,,,,,,,,,,,,,2,0,0,0,,16,10,44690.00,,,,,,,,,,,,,,,,,24,22,Trent Richardson,,,,,,,,,,RichTr00,,,,,,,,1,316,19.8,9,35,2.2,188,11.8,3,563,3,35.2,4,,,0,,2013,,2TM,,,52,,,,223,,,228,879,,,,,,,,3.9,0,,RichTr00
